AZ,09/23/10,"Vargas General Engineering, LLC, Peoria, AZ 85381",Worker suffered fatal injuries when an excavator tipped over, pinning him.,Unknown,33.6110622,-112.2324406
MO,10/06/10,"Osage Valley Electric Coop, Rich Hill, MO 64779",The worker was using a chainsaw to cut a tree trunk. As the trunk was cut, it split and sprang back striking the worker fatally.,Unknown,38.0964191,-94.3610616
OH,10/06/10,"Reliable Tree and Mulch, Sugarcreek Twp, OH 45370",A tree trimmer died from a 90-foot fall.,Unknown,39.6119922,-84.0273168
NY,10/06/10,"The Renaissance Project, Ellenville, NY 12428",The worker was stabbed and killed by a patient.,Unknown,41.7170379,-74.3957099
IL,10/07/10,"Mt. Prospect Public Library, Mt Prospect, IL 60056",The worker was found dead in the men's restroom from what appeared to be a heart attack.,Unknown,42.0656637,-87.9361201
IL,10/07/10,"Tikal Construction and Roofing, Elk Grove Village, IL 60007",The worker was working on the roof, fell through a skylight and landed on a concrete floor.,Unknown,42.0039178,-87.9703461
SD,10/08/10,"Wanzek Construction, White, SD 57383",The worker was working in a windmill farm construction staging area and was struck and killed by a truck.,Unknown,43.7263894,-98.704075
MS,10/09/10,"Quality Steel Corporation, Cleveland, MS 38732",The worker was moving materials using a crane. The crane tipped over, and the worker was ejected from the cab of the crane. The crane ran over and crushed the worker.,Unknown,33.7440023,-90.7248187
OH,10/06/10,"Mountain Aire Heating & Air Conditioning, Bridgeport, OH 43912",The worker was working in a private home, the resident of the home heard a noise and found worker. The worker never regained consciousness.,Unknown,40.0697947,-80.7400827
KS,10/07/10,"Darling International, Garden City, KS 67846",Two workers were using a plasma cutter to cut a sheet of metal while the metal was sitting on two empty drums of hydraulic fluid. The workers cut into one of the barrels resulting in an explosion/fire. One worker sustained burns to the upper part of this body and face. The other worker sustained fractures and shrapnel wounds.  One fatality.,Unknown,37.9716898,-100.8726618
IL,10/13/10,"Baker Group, Arenzille, IL 62611",The worker was working alone on a ladder installing piping in preparation for start-up. The worker was found on the ground nonresponsive.,Unknown,39.8776841,-90.4313729
IL,10/13/10,"Wood & Son Construction, Channahon, IL 60410",Two employees were conducting demolition operations and a piece of rebar was lodged in the concrete. Employee 1 used the Bobcat hammer and began hammering the area near the rebar, the vibrations caused the rebar to come free from Employee 2 hand, the rebar struck him in the head, causing serious damage to his cranium.,Unknown,41.4174728,-88.2169027
CO,10/14/10,"Webco, Lake City, CO 81235",Worker rolled backhoe into river.,Unknown,38.0299967,-107.3153335
IL,10/19/10,"Welding Industrial Supply Company,, Chicago, IL 60643",While delivering compressed gas cylinders, worker collapsed from compressive asphyxia; cause unknown.,Unknown,41.6773775,-87.6538017
NC,10/20/10,"Eun Construction, Inc, Mount Holly NC 28120",The roof section of a screened porch fell and struck the worker.,Unknown,35.2981943,-81.0159081
NV,10/22/10,"Ambhar Lounge Tropicana Las Vegas, Las Vegas, NV 89109",Worker was dusting decorative molding when he fell approximately eight feet to the floor, resulting in blunt force trauma to his head.  (This was a possible diabetic episode; the coroner is investigating.),Unknown,36.101017,-115.17449
MD,10/23/10,"Greg's Marine Construction, Inc.,, Lusby, MD 20657",During a demolition operation, worker was attached into a pylon splash jacket that slipped down the pylon and pulled the worker 50 feet underwater.,Unknown,38.3536111,-76.4366667
FL,10/25/10,"Gulf-Atlantic Constructors, Inc.,, Gulf Breeze , FL 32563",Worker was placing highway safety barrels for a lane closure.  An on-coming car swerved into the closed lane and struck him.,Unknown,30.3958679,-87.0074423
CA,10/26/10,"Family Ranch, Inc., Kettleman City, CA 93239",Worker was using an auger to drive posts into the ground, when his clothing became entangled in the equipment resulting in fatal injuries.,Unknown,36.0082864,-119.9617998
TX,10/26/10,"Post Buckley Schuh & Jerngan Inc.,, Houston, TX 77032",While walking along track, worker was struck by unmanned rail car at airport.,Unknown,29.970895,-95.3207069
GA,10/27/10,"Don Park (USA) Limited Partnership,, Conley, GA 30288",While worker was attempting to guide a steel beam structure being moved by a crane and a forklift, the structure tilted and crushed worker.,Unknown,33.6379499,-84.336605
TX,10/10/10,"Pennell & Marlowe Land Surveyors,, Midland, TX 79705",Worker was changing the tire on a company truck using a small mechanical jack to lift the truck.  The truck slipped off the jack and fell onto worker.,Unknown,32.0688848,-102.0946818
OH,10/21/10,"Busan Nissan Motor Sales,, Cincinnati, OH 45246",Worker fell, striking his head, while window washing from a ladder/ scaffold.,Unknown,39.2828895,-84.4697663
TX,10/31/10,"Blowout Tools, Inc.,, Fannin, TX 77963",Worker had installed a liquid nitrogen jacket around the outside of the conductor pipe and was flowing liquid nitrogen in order to form a plug.  Worker was found collapsed.,Unknown,28.6968366,-97.2366932
CT,11/01/10,"Edwin Sousa Construction,, Greenwich, CT 06831",Worker was crushed when masonry portico fell from foundation wall into the trench where the worker was working.,Unknown,41.0853864,-73.6771662
IL,11/02/10,"Meade Electric Co. Inc.,, Rock Island, IL 61201",Worker was loading a backhoe onto a low-boy trailer when the backhoe tipped over, fell off the trailer, and crushed the worker underneath the cab.,Unknown,41.5094771,-90.5787476
IL,11/02/10,"Monsanto Company,, Secor, IL 61771",Worker was pinned under truck during work at a rural site.,Unknown,40.7419798,-89.1353567
LA,11/02/10,"Precision Construction & Maintenance, LLC,, Metairie, LA 70119",While excavator was lifting a mat, a chain broke and worker was crushed underneath.,Unknown,29.9798109,-90.0793488
WI,11/03/10,"Menominee Tribal Enterprises,, Neopit, WI 54150",Worker was cutting a tree down.  As tree fell, a branch broke off and struck worker.,Unknown,44.9808078,-88.8309402
TN,11/05/10,"Tri City Wastepaper, Inc., Kingsport, TN 37660",Worker, attempting to load a forklift onto a flatbed trailer, suffered fatal injuries after a ramp dropped onto him.,Unknown,36.548434,-82.5618186
NV,09/11/10,"Double U Livestock, Cherry Creek , NV 89301",Worker who was attempting to jump start a farm tractor, suffered massive trauma to upper torso when pinned between tractor and vehicle.,Unknown,39.9004891,-114.8858603
TX,10/10/10,"OXEA Corporation,, Bishop, TX 78343",Worker was caught in flash fire at a chemical plant and died a month later during his burn recovery.,Unknown,27.5861441,-97.7991636
NC,10/20/10,"American Red Cross,, Cherokee, NC 28719",Worker was working from a parked blood-mobile bus.  Worker was standing near the steps at the front of the bus when she fell out of the bus and fatally hit her head on the curb.,Unknown,35.2999963,-80.2929201
ND,11/08/10,"Aevenia, Inc.,, Tioga, ND 58852",While worker was installing underground power cable, when the digging apparatus struck a buried gas line.  Worker was killed by a natural gas compressed-gas concussion.,Unknown,48.3972442,-102.938238
AL,11/08/10,"K & W Recycling,, Troy, AL 36081",An 18-wheeler backed up and ran over two workers who were standing behind the truck.,Unknown,31.8087678,-85.969951
NC,11/08/10,"Rose Brother's Paving Company, Inc., Bath, NC 27808",Worker, a roller operator, walked away from his equipment and  was run over by a dump truck backing out into an open lane.,Unknown,35.4771094,-76.8116045
AR,11/08/10,"Seven Valleys Concrete, LLC.,, Centerton, AR 72719",While finishing poured concrete with a broom, the handle extension of the broom contacted an overhead electrical line when the worker lifted the broom to reposition it.,Unknown,36.3699231,-94.3051542
NY,11/09/10,"Mollenberg-Betz, Inc.,, Buffalo, NY 14207",Worker died while performing hot work on top of a 10,000-gallon chemical storage tank that exploded.,Unknown,42.9486552,-78.9005333
OH,11/10/10,"Allen Painting & Decorating,, Cleveland, OH 44115",Mechanical lift rolled over and crushed worker.,Unknown,41.4963405,-81.6719914
LA,11/10/10,"F. Miller Construction, LLC.,, Grand Isle, LA 70358",A pile of lead fell and struck worker on the torso and head.,Unknown,29.2366172,-89.9872941
IL,11/12/10,"Pike Feeds, Inc.,, Pittsfield, IL 62363",Worker fell from a catwalk used to assist in loading trucks with livestock feed.  Worker fatally struck his head when he impacted the ground.,Unknown,39.6078254,-90.8051289
MA,11/13/10,"Victor Sosa Construction,, Salem, MA 01915",While workers were repairing a flat roof that had gravel on it, the gravel was collected into sandbags.  One bag, with rope and hook still attached, fell off roof without any resistance and fatally struck a worker in the head.,Unknown,42.5720581,-70.8476708
MD,09/24/10,"R.H. Fewster Painting Co., Inc., Baltimore, MD 21210",Worker fell off a slate roof while painting a cornice.,Unknown,39.3566383,-76.6354952
TX,10/04/10,"Chemplex LLC,, Snyder, TX 79549",Three workers were burned in a flash fire in a blending vat.  One of the injured workers, hospitalized with burns over 45% of his body, passed away a few weeks later.,Unknown,32.7178862,-100.9176184
MD,10/14/10,"Classic Ironworks, Incorporated, Odenton, MD 21113",Workers were setting structural steel and decking on top of cinder block walls.  When a second bundle of decking was placed on unsecured joists, the joists rolled and fell on the victim.,Unknown,39.0839981,-76.7002462
MD,10/21/10,"Colossal Contractors, Inc., Waldorf, MD 20602",Two workers, picking up litter on a median strip, were both struck and killed by a highway vehicle which left the road.,Unknown,38.593093,-76.9066829
NC,10/25/10,"Empire Distributors of North Carolina, Inc.,, Charlotte, NC 28273",Worker died after falling 12 to 15 feet to the concrete floor from an aerial work platform used for picking orders.,Unknown,35.1290557,-80.9539475
TN,11/12/10,"Mountain States Contractors, LLC.,, Memphis TN 37501",Worker drowned after falling into a river when the guardrail system that the employee was tied to was struck by a hammer that fell from a crane bucket.,Unknown,35.0035156,-89.9377309
NJ,11/13/10,"Dunrite LLC,, West Caldwell, NJ 07006",Worker went through a skylight and fell approximately 40 feet to the floor.,Unknown,40.8409329,-74.3018154
NY,11/13/10,"Tommy Faxon Excavation,, Chatham, NY 12037",Worker was struck and killed by a tree falling from a dump truck.,Unknown,42.3642516,-73.5948391
CA,11/14/10,"Cal-Trans, Chico, CA 95973",Traffic control worker struck by drunk driver while working traffic patrol on the highway.,Unknown,39.7284944,-121.8374777
WV,11/16/10,"McKinney Drilling Company, Inc.,, Kearneysville, WV 25213",Worker was operating a drilling rig.  He was crushed when the rig platform broke and fell on top of him.,Unknown,38.511899,-81.9425701
TX,11/16/10,"Star Transport, Inc.,, Temple, TX 76503",Potential carbon monoxide poisoning: worker was found dead in the sleeper berth of a locked tractor trailer.,Unknown,31.1006456,-97.3396579
CA,11/17/10,"American Food Service, Santa Clara, CA 95051",Worker died of acute exposure to carbon monoxide while using a gas-powered pressure washer inside a freezer.,Unknown,37.3708634,-121.8764292
CA,11/17/10,"Selsor Construction, Madera, CA 93637",Worker who was picking concrete boulders out of a hole, was run over by a frontend loader that backed up over him.,Unknown,36.9613356,-120.0607176
MA,11/17/10,"TLC Exteriors, LLC.,, South Hadley, MA 01075",While erecting scaffolding, worker fell approximately 30 feet to the ground.,Unknown,42.2591729,-72.5747934
TX,11/19/10,"Western States Fire Protection Co.,, Austin, TX 78713",Worker was painting pipe when he fell off an eight-foot ladder and fatally struck his head.,Unknown,30.28,-97.74
OH,10/24/10,"Midwest Auto Transport Inc.,, Clyde, OH 43410",Wheel assembly exploded, fatally striking employee.,Unknown,41.3042201,-82.975192
NY,11/20/10,"American Fireworks Mfg Co. Inc.,, Utica, NY 13502",Worker was struck by fireworks during a fireworks show.,Unknown,43.100903,-75.232664
LA,11/22/10,"Ledoux Control Systems,, New Orleans, LA 70112",Workers were pulling cable between two rooms.  Two workers found the third worker, who had been working alone, unconscious.  Worker was later pronounced dead at hospital.,Unknown,29.9595769,-90.0770127
CO,11/22/10,"Wolf Creek Ski Lodge,, Pagosa Springs, CO 81147",Ski patrol employee was killed in an avalanche.,Unknown,37.26945,-107.0097617
MI,11/23/10,"US Postal Service,, Petoskey, MI 49770",While delivering mail, worker lost consciousness and hit a parked car.  Cardiac arrest likely.,Unknown,45.3733428,-84.9553296
OH,11/29/10,"J & D Rack,, Cincinnati, OH 45238",Worker was engaged in cleaning debris from a 60-inch storm sewer pipe and collapsed from health issues.,Unknown,39.1031327,-84.6165146
OH,11/29/10,"Payne Transportation LP,, Shelby, OH 44875",Worker was struck by a semi-truck as he was walking across a parking lot.,Unknown,40.8814452,-82.6618424
MA,11/30/10,"Advanced Imaging Technologies,, West Yarmouth , MA 02673",Worker fell from a 9-foot high unguarded mezzanine while working.,Unknown,41.6501114,-70.2411312
NY,11/30/10,"Allocco Recycling LTD,, Brooklyn, NY 11237",Worker was found crushed between the conveyor belt and roller.,Unknown,40.7043156,-73.9212858
MN,11/30/10,"Mille Lacs Band of Ojibwe,, Onamia, MN 56359",Worker was found unresponsive at his vehicle in a parking lot, outside the casino, where he worked; possible heart disease.,Unknown,46.1777949,-93.7552381
WI,12/02/10,"Faith Technologies,, Green Bay, WI 54307",A lift truck backed into a scissor lift that was being operated by two employees. The scissor lift tipped forward and fell to the ground. Both workers were taken to the hospital, where one worker died.,Unknown,44.4799999,-88.02
PA,12/04/10,"Pride Capitol LLC,, Philadelphia, PA 19137",Worker was installing new hinges on the doors of an electrical transformer and contacted an energized conductor inside.,Unknown,40.0018403,-75.0669552
WY,12/04/10,"Snelson Companies Inc.,, Green River, WY 82935",Worker was welding two pieces of pipe when one of the pieces shifted, striking and fatally injuring him.,Unknown,41.5285757,-109.4662461
NV,12/05/10,"Independent (automotive repair),, Las Vegas, NV 89115",Worker was changing the left front tire of a semi truck with a trailer attached when the jack slipped, causing the truck to fall, crushing his head.,Unknown,36.3193563,-115.0228736
NV,12/07/10,"Precision Pipeline,, Elko County, NV 89801",Worker was struck by pipe that was being lowered into an excavation by a side-boom pipe layer, causing him to fall into the excavation. The pipe, consisting of 10 sections of 80-foot pipe that were welded together, then fell on top of him.,Unknown,41.1852816,-115.7575196
TX,12/01/10,"Bob Davis Paint & Drywall, Inc.,, Galveston, TX 77554",Worker was operating an aerial lift to perform painting on a 4-story condominium, when he was pinned between the building and the control station in the elevated working platform.  His body pushed against the joystick that controlled the lift, causing it to push him even more against the building, which eventually caused his death. ,Unknown,29.2469914,-94.9039424
MD,12/09/10,"S. Digregorio & Son, Inc.,, Silver Spring, MD 20910",Worker was found under an overhead door.,Unknown,39.0041504,-77.0391754
MA,12/09/10,"Shawn Smith Contracting,, Everett, MA 02149",Worker fell from lower level while installing asphalt roof shingles.,Unknown,42.40843,-71.0536625
TN,12/10/10,"Highways Inc.,, Montery, TN 38574",Bulldozer operator was backing down a slope preparing for seeding. Bulldozer flipped over twice and worker was ejected after hitting his head on dash.,Unknown,36.1458622,-85.2101269
AL,12/11/10,"Wayne Farms,, Decatur, AL 35602",Worker fell from a vertical staircase located in the locker room. She cut her lip and was taken to the medical room, where she later passed out in the chair. She was rushed to the emergency room, where she was pronounced dead.,Unknown,34.61,-86.98
TX,12/14/10,"Francisco Becerra,, Prosper, TX 75078",Worker suffered fatal injuries when he fell from a second floor area, which was not equipped with guardrails or fall protection, to the floor of the foyer below.,Unknown,33.2362278,-96.80111
OH,12/15/10,"S. Miller Excavating,, Attica, OH 44807",Owner of an excavating company performing forestry operations was killed after being struck by a falling branch.,Unknown,41.0647777,-82.887686
MS,12/16/10,"Marshall Durbin Food Corp,, Hattiesburg, MS 39401",Worker was picking up trash on the side of the access road and stepped in front of a truck.,Unknown,31.3271189,-89.2903392
IL,12/16/10,"Osi Industries LLC,, Chicago, IL 60609",Worker was fatally injured while working on a grease recovery platform. Worker was attempting to use a boom pipe to fill a tanker truck with grease and collapsed on the platform.,Unknown,41.8062766,-87.6482474
WV,12/12/10,"L.C. Halstead,, Jefferson, WV 25177",Worker was walking behind the company utility truck as it was backing up, and worker was struck by a truck.,Unknown,38.3804325,-81.8552196
OH,12/20/10,"Asplundh Tree Expert Company,, Trenton, OH 45067",Worker was walking across a single train track trestle bridge and was struck by the train.,Unknown,39.4808905,-84.4577222
WI,12/20/10,"Lewis Construction INC,, Chippewa Falls, WI 54729",Worker was pouring concrete into forms. The form system failed, crushing the worker.,Unknown,44.9369054,-91.3929348
HI,12/20/10,"Pearl Harbor Naval Shipyard,, Pearl Harbor, HI 96860",Worker was a passenger on an electric motor cart, not wearing his seat belt, and was ejected from the vehicle when the driver lost control.,Unknown,21.3563454,-157.9382041
IL,12/21/10,"George Jones Excavating LLC,, East Cape Girardeau, IL 62957",A section of concrete road collapsed; one worker died.,Unknown,37.2958838,-89.4962024
IL,12/22/10,"Kanaflex Corporation of Illinois,, Vernon Hills, IL 60061",Worker fell 23 feet through a skylight on a roof.,Unknown,42.2393323,-87.9653565
AL,12/22/10,"Quality Construction,, Boaz, AL 35957",Worker was working on the front of a bulldozer.  Another worker was backing up a backhoe to attach chains to the bulldozer, and did not see the first worker, who was then caught between the backhoe and bulldozer.,Unknown,34.2031662,-86.1520969
IL,12/24/10,"Black Horse Carriers,, Batavia, IL 60510",Worker was run over by a 6-wheel spotter used to move trailers around the yard.,Unknown,41.8500284,-88.3125738
NC,12/07/10,"Allen Jay Elementary School,, High Point, NC 27265",Worker died nearly a week after falling in a school parking lot and injuring her foot.,Unknown,35.932916,-79.9562
IL,12/22/10,"Chicago Fire Department,, Chicago, IL 60601",Two firefighters died and 14 were hospitalized after a wall collapsed on them as they were extinguishing a fire in an abandoned warehouse.,Unknown,41.8868675,-87.6201779
PA,12/29/10,"JC Tree & Lawn Service,, Whitehall, PA 19052",Worker was conducting tree trimming work and fell 25 feet.,Unknown,39.8948143,-75.4463318
PA,12/29/10,"L & W Demolition,, Harrisburg, PA 17111",Worker was assisting a dump truck driver by opening the tailgate of the truck, when he fell approximately 80 feet into a quarry filled with water.,Unknown,40.2700804,-76.7913558
IL,12/30/10,"Primus Natural Stone,, Romeoville, IL 60466",Worker was crushed under a large piece of stone.,Unknown,41.4830183,-87.6827676
NY,12/30/10,"Spohn's Disposal Service INC.,, Mohawk, NY 13407",Worker parked his truck on the side of the road and got out of the truck. The truck was hit from behind by another truck, which struck the worker.,Unknown,43.0114592,-75.0040449
PR,10/14/09,"Maderera Donestevez Inc.,, Carolina, PR 00979",Worker was dispatching merchandise in a warehouse and was pinned by a forklift.,Unknown,18.4386264,-66.013642
KS,12/29/10,"Honey Creek Disposal Services,, Lawrence, KS 66044",Worker was run over by a refuse truck.,Unknown,38.9716689,-95.2352501
CA,12/30/10,"Mainstay Business Systems Geriatric Home Care Specialists,, Palo Alto, CA 94304",In-home healthcare worker was hit by a bus.,Unknown,37.3813444,-122.1802812
FL,12/31/10,"Contreras Brothers Trucking,, Dade City, FL 33525",Worker was in the process of adjusting the brakes on a flatbed trailer. The mechanic had not checked the wheels before working on the brakes. When the trailer was released from the tractor, it rolled over the worker causing fatal injuries.,Unknown,28.3647248,-82.1959178
AL,12/31/10,"Kykenkee, Inc.,, Vance, AL 35490",Worker was struck by a log that fell from a conveyor.,Unknown,33.1742847,-87.2336092
PA,01/04/11,"ADT Security Services,, Oakdale, PA 15071",Worker was positioned on a portable extension ladder, installing wire. The ladder slipped and the worker fell 14 to 15 feet, striking the concrete floor.,Unknown,40.3981246,-80.1856134
TN,01/05/11,"Kinematics Research,, Oakland, TN 38060",Worker killed from flash fire after ignition of gunpowder.,Unknown,35.228976,-89.5150764
IL,01/06/11,"KM Plant Services,, Peoria, IL 61607",Workers was assigned to wash down the coal house at the power plant and was found on the floor, nonresponsive.,Unknown,40.6240673,-89.6722171
NY,01/10/11,"Chung Hing Inc.,, Elmhurst, NY 11373",Worker was crushed by a collapsed exterior wall.,Unknown,40.737975,-73.8801301
CA,12/27/11,"Ampam Parks Mechanical,, Santa Monica, CA 90401",Worker fell 14 feet through plywood from second floor when shoring was removed from form.,Unknown,34.0126379,-118.495155
OR,11/01/10,"Carlos Yard Service Inc.,, Gresham, OR 97080",Worker's vehicle left the road and rolled down an embankment.,Unknown,45.484172,-122.384875
OR,01/05/11,"City of Rainier,, Rainier, OR 97048",Police Chief shot and killed while attempting to apprehend someone breaking into a car.,Unknown,46.1031675,-122.9884452
NV,01/07/11,"Universal Laundry and Linen,, Las Vegas, NV 89101",Worker was discovered lying on the ground and unresponsive. Cause of death was determined to be cardiac arrest, but the worker exhibited signs of electrical burns. ,Unknown,36.1697096,-115.1236952
ND,01/08/11,"Cyclone Drilling,, Williston, ND 58801",Worker was found at the bottom of the steps leading up to the rig platform.,Unknown,48.1469683,-103.6179745
MO,01/09/11,"Mcjunkin Red Man Corporation,, St. Louis, MO 63111",Worker was found in a fire.,Unknown,38.5635304,-90.2479232
LA,01/10/11,"Polar Service Center,, St. Gabriel, LA 70776",Worker climbed into a tank truck to repair an internal valve and collapsed.,Unknown,30.2576953,-91.0992706
NJ,01/12/11,"Coppa's Service Center & Towing,, North Brunswick, NJ 08902",Worker was caught between the flatbed and the cab of a wrecker.,Unknown,40.4525163,-74.4766712
CA,01/12/11,"Homeowner (not named),, Los Angeles, CA 90210",Worker, hired by homeowner, fell 10 feet from a scaffold, landing on head.,Unknown,34.1030032,-118.4104684
NY,10/19/10,"Ghent Vol. Fire Department,, Ghent, NY 12075",Worker sustained fatal injuries in an automobile collision with power pole.,Unknown,42.2800395,-73.7193346
NC,12/14/10,"Griffin Concrete Masonry and Carpentry,, Edenton, NC 27932",Worker on a residential construction site fell 12 feet from a roof, landing on his head.,Unknown,36.057938,-76.6077213
IA,12/15/10,"Bellevue Community Schools,, Bellevue, IA 52031",Worker slipped on ice and hit head on a building.,Unknown,42.2588936,-90.4257531
NC,01/15/11,"DeVere Construction Co.,, Louisburg, NC 27549",Worker partially in manhole was struck by a swinging excavator bucket and fell into the manhole.,Unknown,36.0990393,-78.301106
IA,01/17/11,"Wisconsin Plastic Drain Tile Corp.,, Jesup, IA 50648",Worker became pinned between a semi-truck and forklift while trying to get the semi-truck unstuck from snow.,Unknown,42.475543,-92.0637884
DE,01/20/11,"Acme Markets,, Newark, DE 19702",Worker was operating a forklift to load truck trailers at a loading dock and was found slumped over the side of the forklift.,Unknown,39.6203775,-75.7487779
IA,01/21/11,"Certified Testing Services Inc.,, Orange City, IA 51041",Worker drilling a test hole became entangled in a boring bit on the drilling machine.,Unknown,43.0072087,-96.0583523
IL,01/22/11,"Chicago Streets and Sanitation Department,, Chicago, IL 60608",City worker enforcing street parking for snow removal was struck by a stolen car.,Unknown,41.8838042,-87.632187
TN,12/11/10,"Tractor Supply Company,, Brentwood, TN 37027",Worker carrying out trash fell off loading dock and hit head.,Unknown,36.0331164,-86.7827772
OR,01/01/11,"Top Flyte Security,, Portland, OR 97204",Worker (security guard) was shot to death in the street outside a nightclub.,Unknown,45.516964,-122.6732897
CA,01/23/11,"Vino Farms,, Santa Rosa, CA 95401",Worker was run over by tractor.,Unknown,38.4409697,-122.7971649
CA,01/28/11,"Metro Express, Inc.,, Ontario, CA 91764",Worker was found unresponsive in a vehicle carrying dry ice with the engine running. Possible asphyxiation.,Unknown,34.0739866,-117.6141457
MN,01/29/11,"Emerson Network Power Connectivity Solutions, Waseca, MN 56093",Worker hit head on the overhead protection on a forklift.,Unknown,44.0770411,-93.5083843
CA,02/02/11,"Placerville Union School District,, Placerville, CA 95667",Worker was shot in office.,Unknown,38.7351808,-120.7768784
